time,trial
0.026160,1
0.024888,2
0.025808,3
0.024800,4
0.046176,5
0.024568,6
0.024968,7
0.025408,8
0.024936,9
0.024848,10
0.024720,11
0.024288,12
0.024712,13
0.024288,14
0.024176,15
